(index + 1),Azimuth[index],Elevation[index],SunXComponents[index],SunYComponents[index],SunZComponents[index],Third Euler Angle
1596,78.64494637,67.06524172,28971002.5,56201317.88,132859771,150.1923724
1597,77.49450194,66.96256452,31860733.1,56200318.01,132196790.2,148.9389501
1598,76.34497608,66.84910804,34735327.06,56199317.93,131470944.9,147.6855277
1599,75.19646649,66.72463779,37593416.97,56198317.64,130682580,146.4321053
1600,74.04907434,66.58889423,40433643.26,56197317.14,129832069.9,145.1786829
1601,72.90290468,66.44159158,43254654.84,56196316.43,128919818.9,143.9252605
1602,71.75806688,66.28241646,46055109.76,56195315.51,127946260.6,142.6718381
1603,70.61467504,66.11102646,48833675.84,56194314.37,126911857.5,141.4184157
1604,69.4728485,65.92704848,51589031.29,56193313.03,125817101.4,140.1649934
1605,68.33271237,65.73007701,54319865.36,56192311.47,124662512.6,138.911571
1606,67.19439806,65.51967208,57024878.96,56191309.71,123448639.8,137.6581486
1607,66.05804393,65.2953572,59702785.27,56190307.73,122176060.2,136.4047262
1608,64.92379592,65.05661692,62352310.35,56189305.54,120845378.6,135.1513038
1609,63.7918083,64.8028943,64972193.76,56188303.14,119457227.7,133.8978814
1610,62.66224443,64.53358806,67561189.15,56187300.53,118012267.2,132.644459
1611,61.53527763,64.24804948,70118064.85,56186297.71,116511184.3,131.3910366
1612,60.41109215,63.94557909,72641604.46,56185294.68,114954692.5,130.1376143
1613,59.28988413,63.62542291,75130607.42,56184291.43,113343531.8,128.8841919
1614,58.17186282,63.28676853,77583889.62,56183287.98,111678468.3,127.6307695
1615,57.05725173,62.92874072,80000283.9,56182284.31,109960293.5,126.3773471
1616,55.94629006,62.55039669,82378640.66,56181280.44,108189824.5,125.1239247
1617,54.8392342,62.15072101,84717828.37,56180276.35,106367903.1,123.8705023
1618,53.73635935,61.72861997,87016734.14,56179272.05,104495395.4,122.6170799
1619,52.63796137,61.28291563,89274264.21,56178267.54,102573191.9,121.3636576
1620,51.54435882,60.81233932,91489344.52,56177262.82,100602206.6,120.1102352
1621,50.45589518,60.31552462,93660921.18,56176257.89,98583376.6,118.8568128
1622,49.3729413,59.79099993,95787960.98,56175252.74,96517661.95,117.6033904
1623,48.29589814,59.23718042,97869451.91,56174247.39,94406044.9,116.349968
1624,47.22519982,58.65235957,99904403.6,56173241.83,92249529.56,115.0965456
1625,46.16131689,58.03470019,101891847.8,56172236.05,90049141.4,113.8431232
1626,45.10476008,57.38222502,103830838.9,56171230.06,87805926.79,112.5897008
1627,44.05608436,56.69280703,105720454.3,56170223.87,85520952.44,111.3362785
1628,43.0158934,55.96415942,107559794.8,56169217.46,83195304.96,110.0828561
1629,41.98484455,55.1938257,109347985.3,56168210.84,80830090.29,108.8294337
1630,40.96365428,54.37916981,111084174.8,56167204.01,78426433.22,107.5760113
1631,39.9531041,53.51736697,112767537.2,56166196.97,75985476.82,106.3225889
1632,38.95404712,52.60539536,114397271.4,56165189.71,73508381.9,105.0691665
1633,37.96741508,51.6400295,115972602,56164182.25,70996326.49,103.8157441
1634,36.994226,50.61783587,117492779.2,56163174.58,68450505.24,102.5623218
1635,36.03559234,49.535172,118957079.6,56162166.69,65872128.86,101.3088994
1636,35.09272972,48.38818999,120364806.4,56161158.6,63262423.59,100.055477
1637,34.16696596,47.17284624,121715289.6,56160150.29,60622630.53,98.80205459
1638,33.25975047,45.88491913,123007886.5,56159141.77,57954005.14,97.54863221
1639,32.37266364,44.52003701,124241981.8,56158133.04,55257816.59,96.29520982
1640,31.50742601,43.07371903,125416988.2,56157124.1,52535347.15,95.04178743
1641,30.66590672,41.54143202,126532346.4,56156114.95,49787891.63,93.78836504
1642,29.85013082,39.91866663,127587525.5,56155105.59,47016756.7,92.53494266
1643,29.06228453,38.20103621,128582023.2,56154096.02,44223260.33,91.28152027
1644,28.3047177,36.38440192,129515366.2,56153086.23,41408731.13,90.02809788
1645,27.57994238,34.46502666,130387109.9,56152076.24,38574507.71,88.7746755
1646,26.89062614,32.4397597,131196839.5,56151066.03,35721938.06,87.52125311
1647,26.23957876,30.3062515,131944169.3,56150055.62,32852378.91,86.26783072
1648,25.62973093,28.06319553,132628743.5,56149044.99,29967195.08,85.01440834
1649,25.06410341,25.71058992,133250236,56148034.15,27067758.82,83.76098595
1650,24.54576566,23.25000649,133808350.9,56147023.1,24155449.19,82.50756356
1651,24.07778317,20.68484965,134302822.2,56146011.84,21231651.37,81.25414118
1652,23.66315381,18.02058165,134733414.4,56145000.37,18297756,80.00071879
1653,23.30473439,15.26488683,135099922.2,56143988.69,15355158.55,78.7472964
1654,23.00516006,12.42774568,135402170.9,56142976.8,12405258.63,77.49387402
1655,22.76676034,9.521392156,135640016.4,56141964.69,9449459.345,76.24045163
1656,22.59147721,6.56013495,135813345,56140952.38,6489166.594,74.98702924
1657,22.48079102,3.560036135,135922073.8,56139939.85,3525788.437,73.73360686
1658,22.43566047,0.538457035,135966150.9,56138927.12,560734.4064,72.48018447
1659,22.45648212,357.5134987,135945554.8,56137914.17,-2404585.158,71.22676208
1660,22.54307321,354.5033799,135860294.8,56136901.01,-5368759.781,69.9733397
1661,22.69467963,351.5258049,135710411.2,56135887.64,-8330379.525,68.71991731
1662,22.91000814,348.5973751,135495974.8,56134874.07,-11288035.66,67.46649492
1663,23.18727971,345.7330919,135217087.1,56133860.27,-14240321.32,66.21307254
1664,23.52429912,342.9459844,134873880.5,56132846.27,-17185832.2,64.95965015
1665,23.91853472,340.2468777,134466517.7,56131832.06,-20123167.2,63.70622776
1666,24.36720225,337.6443015,133995192.2,56130817.64,-23050929.1,62.45280538
1667,24.86734726,335.1445243,133460127.7,56129803,-25967725.24,61.19938299
1668,25.41592154,332.7516873,132861578.2,56128788.16,-28872168.14,59.9459606
1669,26.00985062,330.4680104,132199828.2,56127773.1,-31762876.2,58.69253822
1670,26.64609054,328.294042,131475191.9,56126757.84,-34638474.35,57.43911583
1671,27.32167342,326.2289265,130688013.6,56125742.36,-37497594.69,56.18569344
1672,28.03374201,324.2706703,129838667.4,56124726.67,-40338877.15,54.93227106
1673,28.77957441,322.416392,128927556.8,56123710.77,-43160970.15,53.67884867
1674,29.55660018,320.662548,127955114.9,56122694.66,-45962531.2,52.42542628
1675,30.36240923,319.0051285,126921803.8,56121678.34,-48742227.59,51.1720039
1676,31.1947551,317.439822,125828114.5,56120661.81,-51498737,49.91858151
1677,32.05155381,315.9621519,124674567,56119645.07,-54230748.12,48.66515912
1678,32.93087947,314.5675835,123461709.6,56118628.12,-56936961.3,47.41173674
1679,33.83095766,313.2516092,122190118.7,56117610.95,-59616089.13,46.15831435
1680,34.75015734,312.0098112,120860398.9,56116593.58,-62266857.09,44.90489196
1681,35.68698188,310.8379085,119473182.2,56115575.99,-64888004.15,43.65146958
1682,36.64005971,309.7317892,118029128.1,56114558.19,-67478283.34,42.39804719
1683,37.60813491,308.6875314,116528923.1,56113540.19,-70036462.38,41.1446248
1684,38.59005802,307.7014159,114973280.6,56112521.97,-72561324.24,39.89120242
1685,39.58477718,306.7699318,113362939.9,56111503.54,-75051667.74,38.63778003
1686,40.59132977,305.889777,111698666.9,56110484.9,-77506308.11,37.38435764
1687,41.60883455,305.057855,109981252.7,56109466.05,-79924077.54,36.13093526
1688,42.63648442,304.2712689,108211513.9,56108446.99,-82303825.77,34.87751287
1689,43.67353967,303.527314,106390291.9,56107427.72,-84644420.61,33.62409048
1690,44.71932186,302.8234683,104518452.8,56106408.23,-86944748.47,32.3706681
1691,45.77320814,302.1573834,102596886.5,56105388.54,-89203714.94,31.11724571
1692,46.8346262,301.5268742,100626506.7,56104368.64,-91420245.26,29.86382332
1693,47.90304953,300.9299091,98608250.4,56103348.52,-93593284.82,28.61040094
1694,48.97799327,300.3646002,96543077.21,56102328.19,-95721799.74,27.35697855
1695,50.05901033,299.8291936,94431969.16,56101307.66,-97804777.29,26.10355616
1696,51.14568796,299.3220603,92275930.13,56100286.91,-99841226.37,24.85013378
1697,52.23764461,298.8416876,90075985.35,56099265.95,-101830178,23.59671139
1698,53.33452707,298.3866711,87833180.98,56098244.78,-103770685.9,22.343289
1699,54.43600796,297.9557066,85548583.54,56097223.4,-105661826.7,21.08986662
1700,55.54178338,297.5475832,83223279.45,56096201.81,-107502700.5,19.83644423
1701,56.65157081,297.1611765,80858374.49,56095180.01,-109292431.4,18.58302184
1702,57.76510723,296.7954428,78454993.3,56094158,-111030167.8,17.32959946
1703,58.8821474,296.4494128,76014278.82,56093135.77,-112715082.7,16.07617707
1704,60.00246228,296.1221867,73537391.75,56092113.34,-114346374.4,14.82275468
1705,61.12583763,295.8129291,71025510.01,56091090.7,-115923266.5,13.5693323
1706,62.25207272,295.5208646,68479828.17,56090067.84,-117445008.7,12.31590991
1707,63.38097919,295.245274,65901556.89,56089044.78,-118910876.8,11.06248752
1708,64.51237992,294.9854898,63291922.33,56088021.5,-120320173.2,9.809065136
1709,65.64610812,294.7408934,60652165.59,56086998.01,-121672227.1,8.555642749
1710,66.78200641,294.5109115,57983542.09,56085974.31,-122966395.1,7.302220362
1711,67.919926,294.2950134,55287321,56084950.4,-124202061.2,6.048797975
1712,69.05972599,294.0927081,52564784.61,56083926.28,-125378637.3,4.795375589
1713,70.20127263,293.9035421,49817227.77,56082901.95,-126495563.4,3.541953202
1714,71.34443874,293.7270972,47045957.19,56081877.41,-127552307.7,2.288530815
1715,72.4891031,293.5629881,44252290.92,56080852.66,-128548367.3,1.035108429
1716,73.6351499,293.4108608,41437557.63,56079827.7,-129483268,359.781686
1717,74.78246829,293.2703913,38603096.04,56078802.52,-130356564.6,358.5282637
1718,75.93095189,293.1412831,35750254.26,56077777.14,-131167841.5,357.2748413
1719,77.08049835,293.0232669,32880389.15,56076751.55,-131916712.2,356.0214189
1720,78.23100896,292.9160987,29994865.66,56075725.74,-132602820.3,354.7679965
1721,79.38238827,292.8195587,27095056.24,56074699.72,-133225838.9,353.5145741
1722,80.53454376,292.7334508,24182340.09,56073673.5,-133785471.2,352.2611517
1723,81.68738544,292.6576011,21258102.6,56072647.06,-134281450.7,351.0077293
1724,82.8408256,292.5918576,18323734.64,56071620.41,-134713541.1,349.7543069
1725,83.99477847,292.5360893,15380631.88,56070593.55,-135081536.4,348.5008846
1726,85.14915992,292.4901856,12430194.19,56069566.48,-135385261.2,347.2474622
1727,86.3038872,292.454056,9473824.927,56068539.2,-135624570.4,345.9940398
1728,87.45887867,292.4276295,6512930.266,56067511.71,-135799350.1,344.7406174
1729,88.61405351,292.4108546,3548918.556,56066484.01,-135909516.4,343.487195
1730,89.76933147,292.4036986,583199.6354,56065456.1,-135955016.7,342.2337726
1731,90.92463264,292.4061478,-2382815.837,56064427.97,-135935828.9,340.9803502
1732,92.07987714,292.4182075,-5347717.052,56063399.64,-135851961.7,339.7269279
1733,93.23498492,292.4399019,-8310093.721,56062371.1,-135703454.5,338.4735055
1734,94.38987548,292.471274,-11268536.75,56061342.34,-135490377.6,337.2200831
1735,95.54446759,292.5123862,-14221638.9,56060313.37,-135212831.9,335.9666607
1736,96.69867909,292.5633202,-17167995.46,56059284.2,-134870949,334.7132383
1737,97.85242653,292.6241777,-20106204.94,56058254.81,-134464891.1,333.4598159
1738,99.00562499,292.6950805,-23034869.7,56057225.21,-133994851,332.2063935
1739,100.1581877,292.7761713,-25952596.63,56056195.41,-133461051.7,330.9529711
1740,101.3100259,292.8676142,-28857997.81,56055165.39,-132863746.8,329.6995488
1741,102.4610482,292.9695953,-31749691.18,56054135.16,-132203220.1,328.4461264
1742,103.6111606,293.0823241,-34626301.2,56053104.72,-131479785.1,327.192704
1743,104.7602661,293.2060336,-37486459.48,56052074.06,-130693785.8,325.9392816
1744,105.9082641,293.3409821,-40328805.46,56051043.2,-129845595.4,324.6858592
1745,107.0550502,293.4874539,-43151987.03,56050012.13,-128935617.2,323.4324368
1746,108.2005158,293.645761,-45954661.19,56048980.85,-127964283.4,322.1790144
1747,109.3445473,293.8162441,-48735494.7,56047949.35,-126932055.8,320.9255921
1748,110.4870264,293.9992747,-51493164.68,56046917.65,-125839424.8,319.6721697
1749,111.6278286,294.1952566,-54226359.27,56045885.73,-124686910,318.4187473
1750,112.7668234,294.404628,-56933778.25,56044853.61,-123475058.9,317.1653249
1751,113.9038733,294.6278635,-59614133.63,56043821.27,-122204447.8,315.9119025
1752,115.0388334,294.8654764,-62266150.31,56042788.73,-120875680.6,314.6584801
1753,116.1715505,295.1180218,-64888566.65,56041755.97,-119489388.9,313.4050577
1754,117.3018621,295.3860986,-67480135.07,56040723,-118046231.8,312.1516353
1755,118.4295962,295.6703532,-70039622.66,56039689.82,-116546895.4,310.898213
1756,119.5545697,295.9714828,-72565811.79,56038656.43,-114992092.5,309.6447906
1757,120.6765878,296.2902388,-75057500.63,56037622.83,-113382562.2,308.3913682
1758,121.7954426,296.6274309,-77513503.74,56036589.02,-111719069.8,307.1379458
1759,122.9109121,296.9839318,-79932652.69,56035555,-110002406.2,305.8845234
1760,124.0227587,297.3606813,-82313796.54,56034520.77,-108233387.6,304.631101
1761,125.1307275,297.7586919,-84655802.43,56033486.33,-106412855.1,303.3776786
1762,126.2345453,298.1790545,-86957556.11,56032451.67,-104541674.3,302.1242563
1763,127.3339181,298.6229437,-89217962.46,56031416.81,-102620735,300.8708339
1764,128.4285294,299.0916252,-91435946.03,56030381.74,-100650950.5,299.6174115
1765,129.5180379,299.5864621,-93610451.54,56029346.45,-98633257.4,298.3639891
1766,130.6020751,300.108923,-95740444.37,56028310.96,-96568615.21,297.1105667
1767,131.6802425,300.6605895,-97824911.1,56027275.25,-94458005.65,295.8571443
1768,132.7521088,301.2431651,-99862859.92,56026239.33,-92302432.36,294.6037219
1769,133.8172062,301.8584842,-101853321.2,56025203.21,-90102920.35,293.3502995
1770,134.875027,302.5085212,-103795347.7,56024166.87,-87860515.56,292.0968772
1771,135.9250196,303.1954011,-105688015.6,56023130.32,-85576284.32,290.8434548
1772,136.9665837,303.9214086,-107530424.1,56022093.56,-83251312.89,289.5900324
1773,137.9990657,304.6889993,-109321696.6,56021056.59,-80886706.89,288.33661
1774,139.021753,305.5008087,-111060980.7,56020019.41,-78483590.8,287.0831876
1775,140.0338683,306.3596622,-112747448.8,56018982.02,-76043107.44,285.8297652
1776,141.0345628,307.2685838,-114380298.3,56017944.42,-73566417.41,284.5763428
1777,142.0229092,308.2308026,-115958752.3,56016906.61,-71054698.52,283.3229205
1778,142.9978943,309.2497578,-117482059.5,56015868.59,-68509145.28,282.0694981
1779,143.9584105,310.3291004,-118949495,56014830.36,-65930968.27,280.8160757
1780,144.9032471,311.4726896,-120360360.4,56013791.91,-63321393.62,279.5626533
1781,145.8310813,312.6845842,-121713984.4,56012753.26,-60681662.39,278.3092309
1782,146.7404686,313.9690257,-123009722.5,56011714.4,-58013030,277.0558085
1783,147.6298333,315.3304106,-124246958.2,56010675.32,-55316765.62,275.8023861
1784,148.4974593,316.7732513,-125425102.6,56009636.04,-52594151.57,274.5489637
1785,149.3414814,318.3021193,-126543594.8,56008596.54,-49846482.71,273.2955414
1786,150.1598775,319.9215707,-127601902.5,56007556.83,-47075065.84,272.042119
1787,150.9504636,321.6360478,-128599521.8,56006516.92,-44281219.06,270.7886966
1788,151.7108903,323.4497549,-129535977.8,56005476.79,-41466271.13,269.5352742
1789,152.4386445,325.3665049,-130410824.8,56004436.45,-38631560.87,268.2818518
1790,153.1310553,327.3895345,-131223646.1,56003395.9,-35778436.52,267.0284294
1791,153.7853068,329.5212886,-131974054.7,56002355.14,-32908255.06,265.775007
1792,154.3984591,331.7631771,-132661693.3,56001314.17,-30022381.63,264.5215847
1793,154.9674788,334.1153108,-133286234.4,56000272.99,-27122188.79,263.2681623
1794,155.4892797,336.5762276,-133847380.5,55999231.6,-24209055.98,262.0147399
1795,155.9607756,339.1426294,-134344864.3,55998190,-21284368.77,260.7613175
1796,156.3789438,341.8091492,-134778448.7,55997148.19,-18349518.22,259.5078951
1797,156.7408989,344.5681802,-135147927.1,55996106.17,-15405900.28,258.2544727
1798,157.0439739,347.4097939,-135453123.2,55995063.94,-12454915.03,257.0010503
1799,157.2858053,350.3217751,-135693891.6,55994021.49,-9497966.11,255.7476279
1800,157.4644161,353.2897957,-135870117.1,55992978.84,-6536459.968,254.4942056
1801,157.5782914,356.2977326,-135981715.7,55991935.98,-3571805.248,253.2407832
1802,157.62644,359.3281223,-136028633.8,55990892.9,-605412.0975,251.9873608
1803,157.6084365,2.362724096,-136010848.7,55989849.62,2361308.501,250.7339384
1804,157.5244399,5.383149986,-135928368.3,55988806.12,5326945.399,249.480516
1805,157.3751864,8.371506512,-135781231.5,55987762.42,8290087.955,248.2270936
1806,157.1619578,11.31099465,-135569507.9,55986718.5,11249326.7,246.9736712
1807,156.8865285,14.18641843,-135293297.7,55985674.37,14203254.02,245.7202489
1808,156.551095,16.9845676,-134952731.9,55984630.04,17150464.82,244.4668265
1809,156.1581959,19.69445702,-134547972.1,55983585.49,20089557.18,243.2134041
1810,155.7106271,22.30742325,-134079210.3,55982540.73,23019133.03,241.9599817
1811,155.2113578,24.81709312,-133546669.1,55981495.76,25937798.83,240.7065593
1812,154.6634536,27.21924952,-132950601.5,55980450.58,28844166.22,239.4531369
1813,154.0700075,29.51162336,-132291290.4,55979405.19,31736852.67,238.1997145
1814,153.4340827,31.693641,-131569049.2,55978359.59,34614482.16,236.9462921
1815,152.7586658,33.76615269,-130784220.9,55977313.78,37475685.8,235.6928698
1816,152.0466325,35.73116247,-129937178.4,55976267.76,40319102.54,234.4394474
1817,151.3007215,37.59157405,-129028324.3,55975221.53,43143379.76,233.186025
1818,150.5235192,39.35096198,-128058090.3,55974175.09,45947173.93,231.9326026
1819,149.71745,41.01337274,-127026937.7,55973128.44,48729151.25,230.6791802
1820,148.884773,42.58315718,-125935356.4,55972081.57,51487988.33,229.4257578
1821,148.0275837,44.06483314,-124783865.4,55971034.5,54222372.72,228.1723354
1822,147.1478179,45.46297581,-123573011.9,55969987.22,56931003.63,226.9189131
1823,146.2472588,46.78213262,-122303371.5,55968939.72,59612592.51,225.6654907
1824,145.3275449,48.02675893,-120975547.8,55967892.02,62265863.64,224.4120683
1825,144.3901795,49.20117121,-119590171.8,55966844.11,64889554.78,223.1586459
1826,143.4365395,50.30951437,-118147902.3,55965795.98,67482417.76,221.9052235
1827,142.4678856,51.3557405,-116649424.9,55964747.64,70043219.04,220.6518011
