(index + 1),Azimuth[index],Elevation[index],SunXComponents[index],SunYComponents[index],SunZComponents[index],Third Euler Angle
3665,24.47940778,28.29685109,133915817.6,53685933.13,28935607.92,76.86145436
3666,23.91025144,25.82038845,134514688.2,53684504.2,26008243.48,75.60803198
3667,23.39088334,23.22459471,135049575.2,53683075.08,23068501.69,74.35460959
3668,22.92469801,20.51343769,135520223.4,53681645.75,20117780.88,73.1011872
3669,22.51500854,17.69340554,135926408.5,53680216.21,17157484.63,71.84776482
3670,22.16495611,14.77371125,136267936.7,53678786.48,14189021.05,70.59434243
3671,21.87741066,11.76637221,136544644.9,53677356.54,11213802.19,69.34092004
3672,21.65486821,8.686128158,136756401,53675926.4,8233243.286,68.08749766
3673,21.49935208,5.550172896,136903103.7,53674496.05,5248762.158,66.83407527
3674,21.41232614,2.377694972,136984682.6,53673065.51,2261778.489,65.58065288
3675,21.39462835,359.189248,137001098.3,53671634.76,-726286.8315,64.3272305
3676,21.44643123,356.005997,136952342.5,53670203.81,-3714012.389,63.07380811
3677,21.56723363,352.8489067,136838437.8,53668772.66,-6699976.915,61.82038572
3678,21.75588462,349.7379495,136659437.8,53667341.3,-9682759.97,60.56696334
3679,22.01063688,346.691405,136415427.1,53665909.74,-12660942.61,59.31354095
3680,22.32922416,343.7253099,136106521.2,53664477.98,-15633108.08,58.06011856
3681,22.70895485,340.853091,135732866.5,53663046.02,-18597842.45,56.80669618
3682,23.14681376,338.0853904,135294640.2,53661613.85,-21553735.35,55.55327379
3683,23.6395639,335.430067,134792050.1,53660181.49,-24499380.56,54.2998514
3684,24.18384203,332.8923416,134225334.9,53658748.92,-27433376.75,53.04642902
3685,24.77624343,330.4750482,133594763.5,53657316.14,-30354328.13,51.79300663
3686,25.41339294,328.1789485,132900635.3,53655883.17,-33260845.06,50.53958424
3687,26.09200176,326.003074,132143280.1,53654449.99,-36151544.8,49.28616186
3688,26.80891009,323.945068,131323057.4,53653016.61,-39025052.1,48.03273947
3689,27.561117,322.0015058,130440357,53651583.03,-41879999.88,46.77931708
3690,28.3457994,320.1681806,129495598.2,53650149.24,-44715029.87,45.5258947
3691,29.16032194,318.4403501,128489229.9,53648715.26,-47528793.28,44.27247231
3692,30.00223992,316.8129417,127421730.2,53647281.07,-50319951.4,43.01904992
3693,30.86929687,315.2807171,126293606.6,53645846.68,-53087176.28,41.76562754
3694,31.75941827,313.8384025,125105395,53644412.08,-55829151.35,40.51220515
3695,32.67070278,312.4807875,123857660.2,53642977.28,-58544572.03,39.25878276
3696,33.60141181,311.2027969,122550995.2,53641542.29,-61232146.34,38.00536038
3697,34.54995832,309.9995426,121186021.2,53640107.08,-63890595.57,36.75193799
3698,35.51489529,308.8663576,119763386.8,53638671.68,-66518654.83,35.4985156
3699,36.49490429,307.7988165,118283768.4,53637236.08,-69115073.7,34.24509322
3700,37.48878449,306.7927462,116747869.4,53635800.27,-71678616.76,32.99167083
3701,38.49544217,305.8442288,115156419.7,53634364.26,-74208064.26,31.73824844
3702,39.51388094,304.9495988,113510176.1,53632928.04,-76702212.64,30.48482605
3703,40.54319266,304.1054359,111809921.2,53631491.63,-79159875.12,29.23140367
3704,41.58254907,303.3085558,110056463.3,53630055.01,-81579882.26,27.97798128
3705,42.63119418,302.5559989,108250636.1,53628618.19,-83961082.54,26.72455889
3706,43.6884373,301.8450178,106393298.1,53627181.17,-86302342.88,25.47113651
3707,44.75364675,301.1730647,104485332.5,53625743.95,-88602549.19,24.21771412
3708,45.82624417,300.5377783,102527646.4,53624306.52,-90860606.9,22.96429173
3709,46.90569936,299.9369715,100521170.6,53622868.89,-93075441.48,21.71086935
3710,47.99152568,299.3686191,98466859.3,53621431.06,-95245998.96,20.45744696
3711,49.08327586,298.8308457,96365689.23,53619993.03,-97371246.4,19.20402457
3712,50.18053824,298.3219155,94218659.52,53618554.79,-99450172.43,17.95060219
3713,51.28293345,297.8402212,92026791.14,53617116.35,-101481787.7,16.6971798
3714,52.39011131,297.3842746,89791126.35,53615677.71,-103465125.4,15.44375741
3715,53.50174814,296.9526978,87512728.29,53614238.87,-105399241.5,14.19033503
3716,54.61754431,296.5442143,85192680.42,53612799.83,-107283215.6,12.93691264
3717,55.73722198,296.1576418,82832086.04,53611360.58,-109116151.1,11.68349025
3718,56.86052317,295.7918852,80432067.72,53609921.13,-110897175.5,10.43006787
3719,57.98720794,295.4459294,77993766.82,53608481.48,-112625441.2,9.176645481
3720,59.11705272,295.118834,75518342.9,53607041.63,-114300125.6,7.923223094
3721,60.24984892,294.8097274,73006973.21,53605601.57,-115920431.6,6.669800707
3722,61.38540155,294.517802,70460852.1,53604161.31,-117485587.9,5.41637832
3723,62.52352803,294.2423093,67881190.46,53602720.85,-118994849.4,4.162955934
3724,63.66405708,293.9825561,65269215.15,53601280.19,-120447497.8,2.909533547
3725,64.80682777,293.7379003,62626168.4,53599839.33,-121842841.4,1.65611116
3726,65.95168857,293.5077474,59953307.25,53598398.26,-123180216.1,0.402688774
3727,67.09849657,293.2915475,57251902.92,53596956.99,-124458985.2,359.1492664
3728,68.24711668,293.0887924,54523240.23,53595515.52,-125678539.7,357.895844
3729,69.39742097,292.8990123,51768616.97,53594073.85,-126838299.1,356.6424216
3730,70.54928805,292.7217745,48989343.3,53592631.97,-127937711.1,355.3889992
3731,71.70260245,292.5566799,46186741.1,53591189.9,-128976252.3,354.1355768
3732,72.85725412,292.4033622,43362143.38,53589747.62,-129953428,352.8821545
3733,74.01313792,292.261485,40516893.62,53588305.13,-130868772.8,351.6287321
3734,75.17015316,292.1307409,37652345.11,53586862.45,-131721850.8,350.3753097
3735,76.3282032,292.0108498,34769860.37,53585419.57,-132512255.7,349.1218873
3736,77.487195,291.9015573,31870810.45,53583976.48,-133239610.8,347.8684649
3737,78.64703882,291.802634,28956574.29,53582533.19,-133903569.7,346.6150425
3738,79.80764782,291.7138739,26028538.05,53581089.7,-134503815.9,345.3616201
3739,80.96893776,291.6350936,23088094.5,53579646,-135040063.4,344.1081977
3740,82.13082667,291.5661318,20136642.31,53578202.11,-135512056.4,342.8547754
3741,83.29323457,291.506848,17175585.39,53576758.01,-135919569.9,341.601353
3742,84.45608319,291.4571222,14206332.23,53575313.71,-136262409.5,340.3479306
3743,85.6192957,291.4168545,11230295.25,53573869.2,-136540411.5,339.0945082
3744,86.78279644,291.3859642,8248890.1,53572424.5,-136753443.1,337.8410858
3745,87.94651067,291.3643899,5263534.992,53570979.59,-136901402.4,336.5876634
3746,89.11036435,291.3520888,2275650.034,53569534.49,-136984218.4,335.334241
3747,90.27428384,291.349037,-713343.4531,53568089.17,-137001851.2,334.0808187
3748,91.43819574,291.3552288,-3702023.605,53566643.66,-136954291.8,332.8273963
3749,92.60202656,291.3706773,-6688968.697,53565197.95,-136841562.3,331.5739739
3750,93.76570258,291.3954139,-9672757.815,53563752.03,-136663715.7,330.3205515
3751,94.92914953,291.429489,-12651971.53,53562305.91,-136420836.1,329.0671291
3752,96.09229237,291.4729717,-15625192.6,53560859.59,-136113038.4,327.8137067
3753,97.25505508,291.5259503,-18591006.58,53559413.07,-135740468.5,326.5602843
3754,98.41736034,291.5885331,-21548002.57,53557966.34,-135303303,325.3068619
3755,99.57912931,291.660848,-24494773.84,53556519.42,-134801749.3,324.0534396
3756,100.7402814,291.7430441,-27429918.51,53555072.29,-134236045.5,322.8000172
3757,101.9007338,291.8352917,-30352040.22,53553624.96,-133606460.2,321.5465948
3758,103.0604014,291.937783,-33259748.81,53552177.43,-132913292.1,320.2931724
3759,104.2191964,292.0507339,-36151660.93,53550729.69,-132156870.6,319.03975
3760,105.3770279,292.1743838,-39026400.75,53549281.75,-131337554.9,317.7863276
3761,106.5338017,292.3089976,-41882600.61,53547833.62,-130455734.2,316.5329052
3762,107.6894197,292.4548668,-44718901.64,53546385.28,-129511827.5,315.2794829
3763,108.8437797,292.6123105,-47533954.42,53544936.73,-128506283.2,314.0260605
3764,109.9967748,292.7816775,-50326419.65,53543487.99,-127439579.1,312.7726381
3765,111.1482931,292.9633478,-53094968.73,53542039.04,-126312222.1,311.5192157
3766,112.298217,293.1577345,-55838284.45,53540589.89,-125124748,310.2657933
3767,113.4464229,293.3652858,-58555061.59,53539140.54,-123877721.1,309.0123709
3768,114.5927802,293.5864876,-61244007.53,53537690.99,-122571734.1,307.7589485
3769,115.737151,293.8218657,-63903842.89,53536241.24,-121207407.8,306.5055261
3770,116.8793894,294.0719891,-66533302.12,53534791.28,-119785390.7,305.2521038
3771,118.0193405,294.3374723,-69131134.12,53533341.12,-118306358.7,303.9986814
3772,119.1568395,294.6189795,-71696102.8,53531890.76,-116771014.9,302.745259
3773,120.291711,294.9172276,-74226987.72,53530440.2,-115180089.1,301.4918366
3774,121.4237679,295.2329907,-76722584.62,53528989.44,-113534337.8,300.2384142
3775,122.5528102,295.5671042,-79181706.03,53527538.47,-111834543.3,298.9849918
3776,123.6786237,295.9204698,-81603181.82,53526087.31,-110081513.7,297.7315694
3777,124.8009788,296.2940607,-83985859.76,53524635.94,-108276082.4,296.4781471
3778,125.9196287,296.6889274,-86328606.05,53523184.37,-106419108,295.2247247
3779,127.0343079,297.1062038,-88630305.9,53521732.6,-104511473.2,293.9713023
3780,128.1447304,297.5471143,-90889864.01,53520280.62,-102554085.2,292.7178799
3781,129.2505871,298.012981,-93106205.13,53518828.44,-100547874.6,291.4644575
3782,130.3515444,298.505232,-95278274.57,53517376.07,-98493795.3,290.2110351
3783,131.4472405,299.0254097,-97405038.67,53515923.49,-96392824.07,288.9576127
3784,132.5372837,299.5751806,-99485485.33,53514470.7,-94245959.93,287.7041903
3785,133.6212481,300.1563453,-101518624.5,53513017.72,-92054223.74,286.450768
3786,134.698671,300.7708493,-103503488.5,53511564.54,-89818657.73,285.1973456
3787,135.7690482,301.4207942,-105439132.7,53510111.15,-87540324.97,283.9439232
3788,136.8318303,302.1084502,-107324636,53508657.56,-85220308.9,282.6905008
3789,137.8864173,302.8362686,-109159101,53507203.77,-82859712.8,281.4370784
3790,138.9321535,303.6068948,-110941654.5,53505749.78,-80459659.26,280.183656
3791,139.9683212,304.4231813,-112671448.1,53504295.58,-78021289.64,278.9302336
3792,140.9941346,305.2882007,-114347658.4,53502841.19,-75545763.54,277.6768113
3793,142.0087319,306.2052582,-115969487.7,53501386.59,-73034258.25,276.4233889
3794,143.0111676,307.1779025,-117536164,53499931.79,-70487968.21,275.1699665
3795,144.0004041,308.2099348,-119046941.4,53498476.79,-67908104.36,273.9165441
3796,144.9753012,309.3054143,-120501100.8,53497021.58,-65295893.68,272.6631217
3797,145.9346071,310.4686596,-121897950,53495566.18,-62652578.52,271.4096993
3798,146.8769465,311.7042432,-123236823.9,53494110.57,-59979416.03,270.1562769
3799,147.80081,313.0169773,-124517085.2,53492654.76,-57277677.6,268.9028545
3800,148.7045419,314.4118881,-125738124.3,53491198.75,-54548648.19,267.6494322
3801,149.5863287,315.8941748,-126899359.9,53489742.54,-51793625.78,266.3960098
3802,150.4441881,317.4691502,-128000238.9,53488286.13,-49013920.71,265.1425874
3803,151.2759585,319.1421564,-129040237.2,53486829.51,-46210855.08,263.889165
3804,152.0792913,320.9184534,-130018859.6,53485372.7,-43385762.12,262.6357426
3805,152.8516455,322.8030726,-130935639.8,53483915.68,-40539985.54,261.3823202
3806,153.5902877,324.8006326,-131790141.3,53482458.46,-37674878.9,260.1288978
3807,154.2922969,326.9151139,-132581957.1,53481001.04,-34791804.99,258.8754755
3808,154.9545785,329.1495899,-133310709.9,53479543.41,-31892135.12,257.6220531
3809,155.5738876,331.5059199,-133976052.5,53478085.59,-28977248.55,256.3686307
3810,156.1468644,333.9844111,-134577667.7,53476627.56,-26048531.76,255.1152083
3811,156.6700838,336.5834661,-135115269,53475169.33,-23107377.83,253.8617859
3812,157.1401184,339.2992411,-135588599.9,53473710.9,-20155185.77,252.6083635
3813,157.5536176,342.1253463,-135997434.8,53472252.27,-17193359.86,251.3549411
3814,157.9073985,345.0526303,-136341578.5,53470793.44,-14223308.96,250.1015187
3815,158.1985466,348.0690897,-136620866.8,53469334.4,-11246445.87,248.8480964
3816,158.4245202,351.1599413,-136835166.3,53467875.16,-8264186.627,247.594674
3817,158.5832515,354.3078865,-136984374.5,53466415.73,-5277949.869,246.3412516
3818,158.6732356,357.4935697,-137068419.7,53464956.09,-2289156.123,245.0878292
3819,158.6935993,0.696215399,-137087261.5,53463496.24,700772.8511,243.8344068
3820,158.6441424,3.894393198,-137040890.3,53462036.2,3690414.741,242.5809844
3821,158.5253477,7.066846477,-136929327.6,53460575.96,6678347.357,241.327562
3822,158.3383573,10.1933036,-136752625.9,53459115.51,9663149.312,240.0741397
3823,158.0849195,13.25519707,-136510868.6,53457654.86,12643400.69,238.8207173
3824,157.7673106,16.23623026,-136204170.3,53456194.01,15617683.74,237.5672949
3825,157.3882395,19.12275608,-135832676.1,53454732.96,18584583.53,236.3138725
3826,156.9507444,21.90395908,-135396562.4,53453271.71,21542688.61,235.0604501
3827,156.4580895,24.57185631,-134896035.9,53451810.26,24490591.73,233.8070277
3828,155.9136674,27.12114941,-134331334.2,53450348.6,27426890.48,232.5536053
3829,155.3209127,29.54896893,-133702725.3,53448886.74,30350187.92,231.3001829
3830,154.68323,31.85455291,-133010507.8,53447424.68,33259093.33,230.0467606
3831,154.0039363,34.03889689,-132255010.3,53445962.42,36152222.79,228.7933382
3832,153.2862171,36.10440507,-131436591.8,53444499.96,39028199.89,227.5399158
3833,152.5330967,38.05456361,-130555640.9,53443037.3,41885656.36,226.2864934
3834,151.7474192,39.89364867,-129612576.2,53441574.43,44723232.74,225.033071
3835,150.9318378,41.62647581,-128607845.7,53440111.37,47539578.99,223.7796486
3836,150.0888131,43.25819167,-127541926.9,53438648.1,50333355.19,222.5262262
3837,149.2206148,44.79410618,-126415326.3,53437184.63,53103232.11,221.2728039
3838,148.3293286,46.23956127,-125228579.3,53435720.96,55847891.9,220.0193815
3839,147.4168652,47.59983119,-123982249.8,53434257.09,58566028.7,218.7659591
3840,146.4849709,48.88004941,-122676930.4,53432793.01,61256349.23,217.5125367
3841,145.5352389,50.08515717,-121313241.2,53431328.74,63917573.45,216.2591143
3842,144.5691214,51.21986943,-119891830.7,53429864.26,66548435.15,215.0056919
3843,143.5879408,52.2886543,-118413374.4,53428399.58,69147682.53,213.7522695
3844,142.592901,53.29572282,-116878575.1,53426934.7,71714078.86,212.4988471
3845,141.5850982,54.2450266,-115288162.5,53425469.62,74246402.98,211.2454248
3846,140.5655306,55.14026095,-113642892.6,53424004.34,76743449.96,209.9920024
3847,139.5351076,55.98487214,-111943547.7,53422538.86,79204031.63,208.73858
3848,138.4946584,56.78206734,-110190935.5,53421073.17,81626977.15,207.4851576
3849,137.4449396,57.53482625,-108385889.4,53419607.29,84011133.58,206.2317352
3850,136.386642,58.24591376,-106529267.6,53418141.2,86355366.42,204.9783128
3851,135.3203975,58.91789304,-104621952.8,53416674.91,88658560.16,203.7248904
3852,134.2467843,59.55313863,-102664851.9,53415208.42,90919618.79,202.471468
3853,133.1663323,60.15384933,-100658895.5,53413741.73,93137466.34,201.2180457
3854,132.0795278,60.72206062,-98605037.32,53412274.83,95311047.39,199.9646233
3855,130.9868177,61.2596565,-96504254.04,53410807.74,97439327.55,198.7112009
3856,129.888613,61.76838068,-94357544.57,53409340.44,99521293.99,197.4577785
3857,128.7852925,62.24984714,-92165929.71,53407872.94,101555955.9,196.2043561
3858,127.6772058,62.70554987,-89930451.62,53406405.24,103542345,194.9509337
3859,126.564676,63.13687207,-87652173.35,53404937.34,105479515.8,193.6975113
3860,125.4480021,63.5450945,-85332178.31,53403469.24,107366546.5,192.444089
3861,124.3274611,63.93140334,-82971569.77,53402000.94,109202538.9,191.1906666
3862,123.2033104,64.29689732,-80571470.3,53400532.43,110986619.2,189.9372442
3863,122.0757894,64.64259432,-78133021.32,53399063.73,112717938.2,188.6838218
3864,120.9451208,64.96943744,-75657382.46,53397594.82,114395671.8,187.4303994
3865,119.8115127,65.2783005,-73145731.07,53396125.71,116019021.5,186.176977
3866,118.6751593,65.5699932,-70599261.63,53394656.4,117587214.5,184.9235546
3867,117.5362427,65.84526566,-68019185.21,53393186.89,119099504.4,183.6701322
3868,116.3949334,66.10481276,-65406728.86,53391717.18,120555171.2,182.4167099
3869,115.2513917,66.34927797,-62763135.06,53390247.26,121953522,181.1632875
3870,114.1057687,66.57925693,-60089661.11,53388777.15,123293891.1,179.9098651
3871,112.9582066,66.79530064,-57387578.53,53387306.83,124575640.4,178.6564427
3872,111.8088399,66.99791845,-54658172.46,53385836.32,125798159.5,177.4030203
3873,110.6577959,67.18758073,-51902741.05,53384365.6,126960866.4,176.1495979
3874,109.5051956,67.36472132,-49122594.85,53382894.68,128063207.5,174.8961755
3875,108.3511538,67.52973976,-46319056.16,53381423.56,129104657.8,173.6427532
3876,107.19578,67.68300331,-43493458.45,53379952.23,130084721.4,172.3893308
3877,106.0391788,67.82484878,-40647145.67,53378480.71,131002931.5,171.1359084
3878,104.8814504,67.95558419,-37781471.65,53377008.98,131858850.7,169.882486
3879,103.7226909,68.07549031,-34897799.42,53375537.06,132652071.4,168.6290636
3880,102.5629928,68.18482194,-31997500.62,53374064.93,133382215.6,167.3756412
3881,101.4024454,68.28380919,-29081954.78,53372592.6,134048935.5,166.1222188
3882,100.241135,68.37265853,-26152548.71,53371120.07,134651913.2,164.8687964
3883,99.0791453,68.45155377,-23210675.82,53369647.34,135190861.5,163.6153741
3884,97.91655779,68.52065689,-20257735.48,53368174.41,135665523.4,162.3619517
3885,96.75345194,68.58010882,-17295132.31,53366701.28,136075672.4,161.1085293
3886,95.58990552,68.63003004,-14324275.56,53365227.94,136421113,159.8551069
3887,94.42599486,68.67052115,-11346578.41,53363754.4,136701680.1,158.6016845
3888,93.26179511,68.70166331,-8363457.301,53362280.67,136917239.9,157.3482621
3889,92.09738049,68.72351864,-5376331.284,53360806.73,137067689,156.0948397
3890,90.93282454,68.73613042,-2386621.316,53359332.59,137152955.5,154.8414174
3891,89.76820036,68.73952336,604250.4039,53357858.25,137172998.1,153.587995
3892,88.60358083,68.73370368,3594861.108,53356383.71,137127806.7,152.3345726
3893,87.43903888,68.7186591,6583788.142,53354908.96,137017402.3,151.0811502
3894,86.27464771,68.69435886,9569609.638,53353434.02,136841836.8,149.8277278
3895,85.11048101,68.66075351,12550905.2,53351958.88,136601193.1,148.5743054
3896,83.94661323,68.61777471,15526256.55,53350483.53,136295585.2,147.320883
3897,82.78311983,68.56533494,18494248.26,53349007.98,135925157.8,146.0674606
3898,81.62007748,68.50332709,21453468.36,53347532.23,135490086.6,144.8140383
3899,80.45756441,68.43162397,24402509.06,53346056.28,134990577.9,143.5606159
3900,79.2956606,68.35007773,27339967.38,53344580.13,134426868.8,142.3071935
3901,78.13444812,68.25851918,30264445.86,53343103.78,133799226.9,141.0537711
3902,76.97401138,68.15675702,33174553.18,53341627.23,133107950.2,139.8003487
3903,75.81443749,68.04457694,36068904.87,53340150.48,132353367.1,138.5469263
3904,74.65581657,67.92174059,38946123.91,53338673.52,131535835.7,137.2935039
3905,73.49824208,67.78798448,41804841.45,53337196.36,130655744.6,136.0400816
3906,72.34181126,67.64301869,44643697.4,53335719.01,129713511.9,134.7866592
3907,71.18662546,67.48652547,47461341.13,53334241.45,128709585.1,133.5332368
3908,70.03279065,67.31815769,50256432.07,53332763.69,127644441.3,132.2798144
3909,68.8804178,67.13753707,53027640.39,53331285.73,126518586.8,131.026392
3910,67.72962348,66.94425233,55773647.58,53329807.57,125332556.4,129.7729696
3911,66.58053035,66.73785705,58493147.13,53328329.21,124086914,128.5195472
3912,65.43326776,66.51786734,61184845.12,53326850.64,122782251.4,127.2661248
3913,64.28797242,66.28375935,63847460.83,53325371.88,121419188.9,126.0127025
3914,63.14478911,66.03496645,66479727.39,53323892.91,119998374.3,124.7592801
3915,62.00387144,65.77087615,69080392.33,53322413.75,118520482.9,123.5058577
3916,60.86538271,65.49082675,71648218.23,53320934.38,116986217.5,122.2524353
3917,59.72949683,65.19410368,74181983.25,53319454.81,115396307.2,120.9990129
3918,58.59639939,64.87993544,76680481.77,53317975.04,113751507.9,119.7455905
3919,57.46628873,64.54748918,79142524.91,53316495.07,112052601.6,118.4921681
3920,56.33937725,64.19586589,81566941.13,53315014.9,110300396,117.2387458
3921,55.21589273,63.82409513,83952576.8,53313534.53,108495724.1,115.9853234
3922,54.0960799,63.43112922,86298296.7,53312053.96,106639444,114.731901
3923,52.98020212,63.01583698,88602984.59,53310573.18,104732438.2,113.4784786
3924,51.86854322,62.57699686,90865543.76,53309092.21,102775613.5,112.2250562
3925,50.76140962,62.11328951,93084897.52,53307611.03,100769900.3,110.9716338
3926,49.65913264,61.62328965,95259989.71,53306129.65,98716252.37,109.7182114
3927,48.562071,61.1054573,97389785.23,53304648.08,96615646.1,108.464789
3928,47.47061375,60.55812833,99473270.53,53303166.3,94469080.4,107.2113667
3929,46.38518342,59.97950427,101509454,53301684.32,92277575.99,105.9579443
3930,45.30623953,59.36764136,103497366.7,53300202.14,90042174.99,104.7045219
3931,44.23428253,58.72043901,105436062.5,53298719.75,87763940.39,103.4510995
3932,43.16985823,58.03562748,107324618.7,53297237.17,85443955.6,102.1976771
3933,42.11356256,57.31075509,109162136.4,53295754.39,83083323.87,100.9442547
3934,41.06604707,56.54317495,110947741.1,53294271.4,80683167.81,99.69083234
3935,40.02802487,55.73003158,112680582.9,53292788.22,78244628.83,98.43740995
3936,39.00027727,54.86824756,114359836.9,53291304.83,75768866.64,97.18398757
3937,37.9836611,53.95451084,115984703.9,53289821.25,73257058.63,95.93056518
3938,36.97911675,52.98526314,117554410.5,53288337.46,70710399.36,94.67714279
3939,35.98767696,51.95669048,119068209.3,53286853.47,68130100,93.42372041
3940,35.01047637,50.86471672,120525379.8,53285369.28,65517387.7,92.17029802
3941,34.04876182,49.70500167,121925228.3,53283884.89,62873505.07,90.91687563
3942,33.10390332,48.47294553,123267088.4,53282400.3,60199709.55,89.66345325
3943,32.17740559,47.16370204,124550321.1,53280915.51,57497272.8,88.41003086
3944,31.27091991,45.77220303,125774315.7,53279430.52,54767480.15,87.15660847
3945,30.38625603,44.29319802,126938489.1,53277945.32,52011629.93,85.90318609
3946,29.52539367,42.7213128,128042287.2,53276459.93,49231032.89,84.6497637
3947,28.69049294,41.0511318,129085184.2,53274974.33,46427011.56,83.39634131
3948,27.88390285,39.27730918,130066683.5,53273488.54,43600899.63,82.14291893
3949,27.10816686,37.39471409,130986317.8,53272002.54,40754041.3,80.88949654
3950,26.366024,35.39861474,131843648.8,53270516.34,37887790.66,79.63607415
3951,25.66040392,33.28490491,132638268.3,53269029.94,35003511.03,78.38265177
3952,24.99441407,31.0503741,133369797.6,53267543.34,32102574.33,77.12922938
3953,24.37131673,28.69301848,134037888.3,53266056.55,29186360.41,75.87580699
3954,23.79449407,26.21238419,134642221.9,53264569.54,26256256.39,74.62238461
3955,23.2673993,23.60992704,135182510.3,53263082.34,23313656.03,73.36896222
3956,22.79349288,20.88936425,135658496.1,53261594.94,20359959.03,72.11553983
3957,22.37616386,18.05698449,136069952.1,53260107.34,17396570.39,70.86211745
3958,22.01863773,15.12187594,136416682,53258619.53,14424899.73,69.60869506
3959,21.72387446,12.09602838,136698520.4,53257131.53,11446360.63,68.35527267
3960,21.49446223,8.994269403,136915332.6,53255643.33,8462369.932,67.10185029
3961,21.33251427,5.834006424,137067014.8,53254154.92,5474347.108,65.8484279
3962,21.23957735,2.634767005,137153494.4,53252666.31,2483713.544,64.59500551
3963,21.21656061,359.4175563,137174729.6,53251177.51,-508108.1146,63.34158313
3964,21.26369213,356.2040786,137130709.6,53249688.5,-3499694.644,62.08816074
3965,21.38050777,353.0158918,137021455,53248199.29,-6489622.92,60.83473835
3966,21.56587373,349.873576,136847017,53246709.88,-9476470.594,59.58131597
3967,21.81804022,346.7959953,136607478,53245220.27,-12458816.77,58.32789358
3968,22.13472049,343.7997134,136302951.5,53243730.46,-15435242.68,57.07447119
3969,22.51318732,340.8986029,135933581.7,53242240.45,-18404332.36,55.82104881
3970,22.95037821,338.1036561,135499543.7,53240750.24,-21364673.33,54.56762642
3971,23.44300089,335.4229814,135001043.5,53239259.83,-24314857.24,53.31420403
3972,23.98763245,332.8619545,134438317.6,53237769.21,-27253480.58,52.06078165
3973,24.58080714,330.4234786,133811633,53236278.4,-30179145.32,50.80735926
3974,25.21909005,328.1083136,133121287.4,53234787.38,-33090459.58,49.55393687
3975,25.89913567,325.9154333,132367608.7,53233296.17,-35986038.28,48.30051449
3976,26.61773182,323.8423827,131550954.6,53231804.75,-38864503.85,47.0470921
3977,27.37183027,321.8856105,130671713.3,53230313.14,-41724486.8,45.79366971
3978,28.15856599,320.0407677,129730302.3,53228821.32,-44564626.47,44.54024733
3979,28.97526704,318.302962,128727169,53227329.3,-47383571.59,43.28682494
3980,29.81945726,316.6669701,127662790,53225837.09,-50179980.98,42.03340255
3981,30.6888534,315.1274075,126537671.1,53224344.67,-52952524.16,40.77998017
3982,31.58135849,313.6788619,125352347,53222852.05,-55699881.98,39.52655778
3983,32.49505251,312.3159933,124107380.9,53221359.23,-58420747.29,38.27313539
3984,33.42818155,311.0336083,122803364.7,53219866.21,-61113825.5,37.01971301
3985,34.37914609,309.826711,121440918.1,53218372.99,-63777835.25,35.76629062
3986,35.34648909,308.6905375,120020688.7,53216879.57,-66411508.98,34.51286823
3987,36.32888418,307.620576,118543351.6,53215385.94,-69013593.56,33.25944585
3988,37.32512433,306.6125767,117009609.1,53213892.12,-71582850.86,32.00602346
3989,38.33411111,305.6625537,115420190.2,53212398.1,-74118058.38,30.75260107
3990,39.3548446,304.7667814,113775850.7,53210903.87,-76618009.79,29.49917869
3991,40.38641416,303.9217873,112077372.2,53209409.45,-79081515.52,28.2457563
3992,41.42798984,303.1243409,110325562.2,53207914.83,-81507403.33,26.99233391
3993,42.47881462,302.3714423,108521253.6,53206420,-83894518.87,25.73891153
3994,43.53819734,301.6603089,106665304.2,53204924.98,-86241726.22,24.48548914
3995,44.60550629,300.9883622,104758596.5,53203429.75,-88547908.43,23.23206675
3996,45.68016343,300.3532142,102802037.1,53201934.32,-90811968.06,21.97864437
3997,46.76163915,299.7526544,100796556.2,53200438.7,-93032827.7,20.72522198
3998,47.84944762,299.1846371,98743107.47,53198942.87,-95209430.48,19.47179959
3999,48.94314257,298.6472695,96642667.29,53197446.84,-97340740.56,18.2183772
4000,50.04231346,298.1388003,94496234.45,53195950.61,-99425743.66,16.96495482
4001,51.14658211,297.6576086,92304829.6,53194454.18,-101463447.5,15.71153243
4002,52.25559962,297.2021948,90069494.82,53192957.55,-103452882.3,14.45811004
4003,53.36904366,296.7711705,87791293.08,53191460.72,-105393101.3,13.20468766
4004,54.48661594,296.3632506,85471307.76,53189963.69,-107283181,11.95126527
4005,55.60804,295.977245,83110642.11,53188466.46,-109122221.8,10.69784288
4006,56.73305925,295.6120517,80710418.77,53186969.03,-110909348.4,9.444420498
4007,57.86143511,295.2666499,78271779.19,53185471.4,-112643710.3,8.190998111
4008,58.99294539,294.9400939,75795883.09,53183973.57,-114324481.8,6.937575724
4009,60.12738284,294.6315076,73283907.97,53182475.54,-115950863,5.684153337
4010,61.2645538,294.3400795,70737048.45,53180977.3,-117522079.6,4.430730951
4011,62.40427701,294.0650577,68156515.8,53179478.87,-119037383.8,3.177308564
4012,63.54638248,293.8057457,65543537.29,53177980.24,-120496054.1,1.923886177
4013,64.69071054,293.5614989,62899355.64,53176481.4,-121897396.2,0.670463791
4014,65.83711091,293.3317203,60225228.45,53174982.37,-123240743,359.4170414
4015,66.98544188,293.115858,57522427.55,53173483.13,-124525454.7,358.163619
4016,68.13556955,292.9134016,54792238.43,53171983.7,-125750919.9,356.9101966
